team_won,team_lost,winning_score,losing_score
overGame,Play2Win,2,1
PENTA,Planetkey,2,0
SK,?,2,1
Dictionary,7Kings,2,0
x6tence,Infinity,16,6
KILLERFISH,BLUEJAYS,2,0
inchk1ng,pow,2,0
MVP.karnal,xqR,2,1
T5,autocracy,2,1
Atlantis,KIYF,16,2
Born Of Fire,pow,1,0
gBots,overGame,16,10
Gamers INC,Bounty Hunters,16,5
Play2Win,Evident Victory,16,2
PUZZLES,TEAM.TDA,1,0
Legacy,TRIDENT,2,0
Groovy,OVP,2,0
OVP,The Huggies,2,0
MIRAV3,LeyHorse,19,17
OVP,Gamers INC,2,0
Space Soldiers,No Problem!,2,0
x6tence,Atlantis,16,13
Groovy,Artyk,2,0
KoN Sweden,KoN Denmark,16,12
YP,Handface,2,0
No Problem!,OnlineBOTS,2,1
fnatic,?,2,0
KoN Denmark,KoN Norway,16,12
Infinity,KIYF,19,16
Artyk,MIRAV3,1,0
KoN Norway,KoN Finland,16,9
The Huggies,Bounty Hunters,2,0
Envy,E-frag.net,2,0
Space Soldiers,eSuba,2,1
gBots,Evident Victory,16,5
NPME,Arcade,1,0
overGame,Play2Win,16,8
xqR,nxl,2,1
NIP,SK,2,0
TYLOO,GANK,2,0
Groovy,LeyHorse,2,0
Born Of Fire,Brave of Warriors,2,0
TYLOO,PUZZLES,2,0
MVP.karnal,Hanoi Vortex,2,0
pow,Various Artists,2,1
PUZZLES,Born Of Fire,2,0
GameplayDNA,Luminosity,2,1
OnlineBOTS,DICKHOUSE,2,0
Vexed,OnlineBOTS,2,1
Vega Squadron,TSM,2,0
Liquid,Rebels,2,0
NoobTubers,NoobTubers,2,0
Cloud9,AlienTech,16,5
Complexity,Conquest,16,10
Liquid,Cloud9,16,14
Liquid,Complexity,19,17
Cloud9,Conquest,16,4
CLG,Renegades,16,10
fnatic,Virtus.pro,16,10
CLG,Winterfox,16,2
Luminosity,Renegades,16,0
HellRaisers,Titan,16,3
Renegades,CLG,16,10
E-frag.net Staff,Na`Vi Staff,2,1
Virtus.pro,Titan,16,8
G2,Virtus.pro,16,10
Luminosity,Winterfox,16,5
NoobTubers,LC Staff,2,0
All-Star Tiger,All-Star Dragon,2,1
myXMG Staff,NoobTubers,2,0
HLTV.org Staff,E-frag.net Staff,2,0
TheMongolz,m0nster,2,0
LC Staff,NiP Staff,2,0
Na`Vi Staff,Game Show Staff,2,0
KoN Sweden,KoN Denmark,21,18
NIP,fnatic,16,7
Virtus.pro,Envy,16,4
ttc,CSGOBESTPOT.com,2,0
KoN Sweden,KoN Finland,16,12
NIP,Virtus.pro,16,14
HLTV.org Staff,LC Staff,2,1
myXMG Staff,Na`Vi Staff,2,1
KoN Sweden,KoN Norway,16,10
PiTER,RCTIC,2,1
G2,Virtus.pro,16,13
E-frag.net Staff,NiP Staff,2,0
NoobTubers,Game Show Staff,2,0
Virtual Impact,MOTV,16,2
CLG,Games Academy,2,1
Luminosity,Liquid,16,14
Complexity,Method,16,8
Winterfox,Noble,2,1
Luminosity,Cloud9,16,13
Conquest,Complexity,25,22
Luminosity,Liquid,16,11
Luminosity,Complexity,16,12
Method,SKDC,16,12
Liquid,Winterfox,16,11
Luminosity,Enemy,16,12
Conquest,SKDC,16,8
PENTA,EZskins.com,2,0
gBots,KIYF,2,0
Publiclir.se,Epiphany Bolt,16,8
fnatic,Dignitas,16,4
SK,mousesports,16,0
Vexed,RCTIC,2,0
E-frag.net,ex-Reason,2,0
PENTA,Natus Vincere,16,12
SK,FlipSid3,2,1
Dignitas,Virtus.pro,16,4
x6tence,overGame,2,1
RCTIC,Reason,16,14
London Conspiracy,Planetkey,2,0
fnatic,Natus Vincere,16,14
Vexed,RCTIC,2,1
Titan,HellRaisers,16,7
G2,PENTA,2,0
Virtus.pro,E-frag.net,1,0
Insidious,Expendables,2,0
Conquest,CLG,2,0
Enemy,3sUP,22,18
Luminosity,Method,2,1
Liquid,Cloud9,16,12
Luminosity,Winterfox,16,5
CLG,Conquest,16,12
Liquid,Complexity,16,9
eXtasis,burniNg,3,0
ACE,3sUP,2,1
Cloud9,Splyce,16,8
Liquid,Conquest,16,8
Cloud9,Complexity,16,11
Luminosity,Winterfox,16,9
Dignitas,CSGL,1,0
KIYF,Infinity,2,1
London Conspiracy,LDLC White,2,1
FlipSid3,SK,2,1
Reason,ESC,16,14
mousesports,fnatic,16,9
Natus Vincere,PENTA,2,0
Titan,HellRaisers,2,0
KILLERFISH,E-frag.net,2,0
mousesports,Virtus.pro,16,2
Vexed,Reason,2,0
CSGO.one,PiTER,2,1
Virtus.pro,Titan,16,13
mousesports,PENTA,16,13
overGame,Play2Win,2,0
mousesports,NIP,16,8
Titan,PENTA,16,9
HellRaisers,GreyFace,2,0
G2,Virtus.pro,2,0
RCTIC,ESC,2,0
Method,3sUP,2,0
Complexity,CSGL,2,0
Winterfox,Space Soldiers,16,11
Luminosity,Epsilon,16,4
NIP,Space Soldiers,16,11
mousesports,fnatic,16,8
PiTER,No Problem!,16,6
Virtus.pro,NIP,16,10
WinOut.net,Orgless,2,1
CSGL,FlipSid3,2,0
NIP,XPC,2,0
TSM,PiTER,16,13
HD4R,Dignitas,2,0
Finland,SK,16,5
Sweden,Canada,16,5
Sweden,Immunity,16,6
Canada,Kyrgyzstan,16,10
Torpedo,Renegades,2,1
Poland,Cloud9,19,16
HellRaisers,fnatic,2,1
nxl,HellRaisers,3,2
E-frag.net,G2,2,0
Worst Players,Dignitas,2,0
Conquest,CSGL,2,0
Luminosity,Worst Players,2,0
Conquest,Splyce,2,0
Orgless,Complexity,2,0
Titan,ex-eLevate,2,0
FlipSid3,Winterfox,2,0
ttc,CLG,2,1
Germany,Virtus.pro,2,1
Virtus.pro,G2,16,10
Playing Ducks,PENTA,1,0
Worst Players,HellRaisers,16,1
Luminosity,CPH Wolves,16,4
Luminosity,NIP,16,7
Enemy,Immunity,16,5
Renegades,Skyred,2,0
CPH Wolves,Planetkey,16,13
CLG,CeX,2,0
TSM,LAN DODGERS,16,8
Worst Players,MaxAndRelax,2,0
G2,Vox Eminor,16,13
HellRaisers,RiP,2,0
TSM,TRIDENT,16,5
Dignitas,Molotov,16,2
m0nster,3sUP,16,13
EZskins.com,Coast,16,11
m0nster,Vault,16,13
Coast,nerdRage,16,8
Complexity,Ukraine,16,14
melty,Kazakhstan,16,13
Titan,Ukraine,2,0
Lions,Netherlands,2,0
Skyred,TSM,16,5
Mythic,Epsilon,2,0
TYLOO,eaZyQuaL,19,15
Insidious,KappaKappa,16,11
Delinquent Habits,RCTIC,2,1
Enso,United Estonia,2,1
CPH Wolves,KILLERFISH,2,0
3sUP,GLG,2,0
ACE,Vega Squadron,2,1
HellRaisers,mousesports,2,0
Method,CSGO-Saloon,2,1
Epiphany Bolt,Complexity,2,1
Aftermatch,AliGon,16,12
Space Soldiers,Dobry&Gaming,16,5
Pries,GameplayDNA,2,0
Virtus.pro,CPH Wolves,3,1
E-frag.net,mousesports,2,0
Reason,HellRaisers,16,8
AlienTech,Infused,16,5
Playing Ducks,Slovenia,2,0
Luminosity,Sententia Mortis,22,18
Sweden,GLG,16,12
FlipSid3,uX,16,14
Denmark,myKPV,16,8
NIP,United Estonia,16,5
Denmark,Vexed,16,14
Renegades,Worst Players,16,9
Natus Vincere,TSK,16,14
CLG,FlipSid3,16,14
Kinguin,Worst Players,16,13
Kinguin,Complexity,16,13
Liquid,Winterfox,2,0
Reason,Denial,2,0
fnatic,Games4u fe,16,2
Virtus.pro,Reason,16,8
Kinguin,South Africa,3,0
E-frag.net,South Africa,2,1
Nostalgie,Egypt,2,1
PENTA,Mortality,2,0
Romania,E-frag.net,2,0
ROCCAT,Phenomenon,2,0
Envy,Mexico,16,13
TSM,Renegades,16,6
SK,CLG,16,12
mousesports,Renegades,16,2
Envy,TSM,16,11
Mortality,Venom,2,0
eLevate,Nexus,2,0
Canada,Mexico,2,1
Canada,Mexico,2,0
FlipSid3,HellRaisers,2,0
uX,CAZ,21,18
Fraternitas,Dobry&Gaming,2,0
E-frag.net,INFINITY,2,0
Evolution,CAZ,2,0
Dobry&Gaming,Playing Ducks,2,0
uX,eXanimo,16,7
Method,ACE,2,0
Enemy,Astral Authority,2,0
Property,ROCCAT,2,1
Evolution,uX,2,1
Kinguin,melty,2,0
Dobry&Gaming,Property,2,0
CAZ,eXanimo,2,1
Property,k1ck,2,0
Não Tem Como,Rampage Killers,3,2
HellRaisers,mousesports,4,3
Cloud9,eLevate,2,0
CLG,Liquid,2,0
Bravado,Energy,2,0
Não Tem Como,To The Top,2,0
eLevate,Mythic,16,13
Liquid,Tempo Storm,16,10
Rampage Killers,AGT,2,1
HellRaisers,E-frag.net,2,1
eLevate,Maximum Effort,16,3
CLG,Mythic,16,14
HellRaisers,Dignitas,2,1
Mythic,Maximum Effort,16,13
CLG,eLevate,16,11
CSGO-Saloon,GamePub,2,1
eBettle,ROCCAT,2,1
Tempo Storm,Noble,16,10
mousesports,E-frag.net,2,1
Cloud9,Liquid,16,10
GamePub,ARMADA,2,1
Liquid,Tempo Storm,16,11
CSGO-Saloon,HEADSHOTBG,2,1
Cloud9,Noble,16,2
HellRaisers,SK,2,1
eBettle,Epiphany Bolt,2,0
Dignitas,PENTA,2,0
ROCCAT,Jynttä,2,0
Enemy,Mortality,2,1
mousesports,SK,2,0
HellRaisers,TSM,2,0
Epiphany Bolt,UNLEASHED,16,14
UNLEASHED,Lions,16,11
Jynttä,Epiphany Bolt,16,4
PENTA,KILLERFISH,2,0
Epiphany Bolt,Lions,16,8
Jynttä,UNLEASHED,16,11
E-frag.net,Dignitas,2,0
Method,Mostly Harmless,16,12
Enemy,ACE,1,0
mousesports,PENTA,2,0
Mortality,Barely Positive,1,0
WinOut.net,Aviato,1,0
volgare,Space Soldiers,2,1
E-frag.net,TSM,2,1
FlipSid3,LQQMPP,16,8
Kinguin,PiTER,16,1
volgare,Infused,16,4
INFINITY,Orbit,16,6
ROCCAT,SkitLite,16,8
SK,KILLERFISH,2,1
Space Soldiers,volgare,2,0
PiTER,7sway,2,0
eBettle,ROCCAT,16,13
SkitLite,KappaKappa,16,11
eBettle,SkitLite,16,8
ROCCAT,KappaKappa,16,4
Dignitas,HellRaisers,2,0
LunatiK,Barely Positive,3,1
Venom,Quintic,16,7
CLG,Enemy,2,0
Mortality,Astral Authority,19,17
Astral Authority,Noble,16,9
eLevate,Zomblerz,16,7
k1ck,k1ck,2,0
Publiclir.se,Kinguin,16,12
Infused,CSGOCasino.net,16,11
LQQMPP,Property,16,13
Space Soldiers,Infused,2,1
E-frag.net,ROCCAT,16,13
Fraternitas,Evolution,2,0
volgare,CSGOCasino.net,2,0
uX,PiTER,2,0
Fraternitas,Orbit,2,0
HellRaisers,ESC,1,0
Tempo Storm,Nihilum,2,1
eLevate,Venom,16,2
Nexus,Liquid8,19,17
Enemy,Aviato,1,0
Noble,Barely Positive,1,0
Fraternitas,Space Soldiers,2,1
Playing Ducks,Epiphany Bolt,2,1
Evolution,Orbit,2,0
Orbit,Infused,16,8
Kinguin,melty,19,16
G2,Dignitas,2,0
HellRaisers,Property,2,1
Evolution,Infused,2,0
Space Soldiers,uX,2,0
Orbit,eXanimo,16,9
Infused,Orbit,2,1
Evolution,eXanimo,2,0
E-frag.net,SK,1,0
LunatiK,Enemy,2,1
Virtus.pro,Natus Vincere,3,1
Titan,LGB,16,2
Virtus.pro,Cloud9,2,1
LGB,HellRaisers,16,7
eBettle,Titan,25,23
LGB,k1ck,16,9
HellRaisers,G2,16,9
Natus Vincere,mousesports,2,0
LGB,Epiphany Bolt,16,11
G2,ROCCAT,16,5
Titan,k1ck,16,8
eBettle,HellRaisers,16,14
k1ck,ROCCAT,16,9
Titan,G2,16,5
eBettle,Epiphany Bolt,22,19
HellRaisers,LGB,19,17
Cloud9,CLG,2,0
Natus Vincere,Tempo Storm,2,1
FlipSid3,Dignitas,19,16
CLG,Liquid,2,1
mousesports,Cloud9,2,0
FlipSid3,KILLERFISH,16,14
Kinguin,Dignitas,16,8
FlipSid3,Property,16,3
Tempo Storm,Luminosity,2,1
KILLERFISH,OverGaming,16,8
Virtus.pro,Natus Vincere,2,0
FlipSid3,PENTA,19,17
OverGaming,PiTER,16,8
Kinguin,KILLERFISH,16,8
Dignitas,Property,16,14
KILLERFISH,FlipSid3,16,14
Kinguin,PENTA,16,9
Dignitas,OverGaming,16,9
Property,PiTER,16,7
mousesports,Liquid,2,0
Cloud9,CLG,2,0
Virtus.pro,Tempo Storm,2,0
Natus Vincere,Luminosity,2,0
Vega Squadron,Pries,3,0
dope,New Era,2,0
LeiSuRe,ESC,2,0
ESC,Publiclir.se,26,24
Pries,TEAMSWAGYOLO,2,0
nerdRage,Publiclir.se,2,0
LeiSuRe,ESC,2,1
Reason,Evolution,2,0
Vega Squadron,Pries,2,0
Publiclir.se,AlienTech,16,1
ACE,WinOut.net,16,8
Enemy,Noble,2,1
Nexus,Mostly Harmless,16,6
Quintic,Zomblerz,16,9
Method,Liquid8,16,10
TEAMSWAGYOLO,Phenomenon,2,1
melty,PiTER,16,4
INFINITY,ESC,16,10
AlienTech,Games4u fe,16,13
Publiclir.se,New Era fe,16,2
Natus Vincere,Dignitas,2,0
LQQMPP,Lions,16,12
New Era fe,Epsilon fe,16,13
Games4u fe,LGB fe,16,10
Property,Lions,16,9
ESC,AlienTech,16,8
LeiSuRe,Publiclir.se,16,14
volgare,PiTER,2,0
Phenomenon,Enso,2,1
AlienTech,Epsilon fe,16,3
Property,Space Soldiers,2,1
LeiSuRe,LGB fe,16,6
ESC,New Era fe,16,4
Publiclir.se,Games4u fe,16,1
Enemy,WinOut.net,16,14
CLG,Tempo Storm,2,1
Method,Nexus,16,5
ACE,Aviato,16,8
Mortality,Noble,16,9
PiTER,Publiclir.se,16,13
eBettle,uX,1,0
Publiclir.se,Epsilon,2,1
Property,FlipSid3,16,7
PENTA,LGB,2,1
Acer fe,Acer fe,16,10
Exile5,ZAC,16,10
Envy,Keyd,3,0
Brazil,SK,2,0
Virtus.pro,Virtus.pro,16,2
Titan,PENTA,16,11
NIP,mousesports,16,10
FlipSid3,fnatic,2,0
INSHOCK,Dignitas,2,1
Norway,FlipSid3,16,14
INSHOCK,AGENT,16,10
GPlay,Exertus,2,1
Evolution,Titan,3,2
myKPV,LGB,2,0
Finland,Acer,16,9
XPC,eLevate,2,0
fnatic,ACE,16,6
Virtus.pro,LunatiK,16,10
Dignitas,eLevate,16,4
CPLAY,Titan,2,0
SKDC,FlipSid3,2,1
Nihilum,Virtus.pro,16,11
LunatiK,HellRaisers,2,0
Envy,myKPV,16,5
iNation,Exile5,2,1
HLTV.org Staff,ISKOLD,2,1
GPlay,Vox Eminor,2,0
Fragbite.se Staff,CLG,19,17
TSM,mousesports,16,3
fnatic,PENTA,2,0
Fnatic Staff,HellRaisers.pro Staff,16,2
Gaming.dk Staff,FlipSid3,16,14
G2,LDLC White,2,0
XPC Staff,INSHOCK,16,10
TSM,G2,2,0
GPlay,uX,16,10
Fragbite.se Staff,mousesports,16,4
CPLAY,Virtus.pro,16,14
LDLC White,Liquid,16,5
USSR,Cloud9,2,0
TSM,Noble Honor,2,1
mousesports,fnatic,2,0
neXtPlease!,NIP,2,0
ACES,Titan,2,1
Rock,Cloud9,2,0
Dignitas,Norway,2,0
nerdRage,Natus Vincere,2,0
GPlay,Liquid,2,0
Keyd,Sweden,16,8
Keyd,GPlay,19,15
Nihilum,Finland,16,7
Space Soldiers,Awsomniac,2,0
RB,XPC,16,11
LDLC White,FlipSid3,16,9
TRICKED,Awsomniac,16,13
Rock,LunatiK,2,1
Space Soldiers,LDLC Blue,2,0
mousesports,affNity,2,0
fnatic,NIP,2,0
Immunity,CPH Wolves,2,1
Natus Vincere,Dignitas,2,0
LAN DODGERS,Virtus.pro,2,0
TSM,Divine,2,1
mousesports,ACES,16,14
USSR,Natus Vincere,2,0
Natus Vincere,myXMG,16,9
Space Soldiers,Delinquent Habits,2,0
WMTF,iNation,1,0
TSM,mousesports,2,1
Dignitas,Panthers,2,0
neXtPlease!,ENTiTY,16,8
Virtus.pro,Envy,16,9
BLUEJAYS,myKPV,2,1
EZPZ_LS,Delinquent Habits,2,0
HellRaisers,k1ck,3,0
nerdRage,OnlineBOTS,2,1
x6tence,PiTER,2,0
G2,PENTA,16,5
G2,PENTA,16,4
FMESPORTS,LDLC Blue,2,1
exceL,MALIK,2,0
KnockOutStars,RB,2,1
exceL,PerilousRAGE,2,0
Dignitas,GreyFace,19,17
FlipSid3,LDLC White,3,1
Natus Vincere,Property,16,10
XENEX,MALIK,2,0
ENTiTY,GIANT5,16,6
myXMG,Playing Ducks,2,0
neXtPlease!,MASSACRE-ZONE,2,0
Panthers,Publiclir.se,16,4
Natus Vincere,Property,16,9
Games4u,Acer,16,12
RB,DIONAPPA,1,0
XENEX,exceL,2,0
k1ck,G2,2,1
FlipSid3,Rock,2,1
HellRaisers,KILLERFISH,2,1
aimLess,LOS MOUCHACHOS,2,0
XPC,H2B,2,0
PENTA,CPH Wolves,16,7
MALIK,PerilousRAGE,2,0
CPH Wolves,PENTA,16,14
LDLC White,Property,2,1
WMTF,TRICKED,2,1
Virtus.pro,fnatic,2,1
FlipSid3,HellRaisers,2,0
Dignitas,Envy,2,1
Natus Vincere,PENTA,21,18
TRICKED,Wrecking,2,0
PENTA,Natus Vincere,16,5
HellRaisers,ACES,2,1
fnatic,Titan,2,0
Natus Vincere,Dignitas,16,11
Wrecking,iNation,2,1
HEADSHOTBG,Rock,2,1
KnockOutStars,DIONAPPA,2,0
Skyred,TYLOO,2,0
Natus Vincere,Dignitas,16,2
fnatic,mousesports,2,0
Skyred,ZZCY,16,4
FlipSid3,HellRaisers,2,0
TYLOO,MVP.karnal,28,26
ACES,TEAMSWAGYOLO,2,1
ACES,USSR,2,0
Virtus.pro,Titan,2,1
Keyd,Dexterity,2,1
mousesports,CLG,2,0
TEAMSWAGYOLO,GGWP,2,1
fnatic,Nihilum,2,0
GPlay,HEADSHOTBG,2,0
Virtus.pro,mousesports,2,0
GPlay,KILLERFISH,2,1
Mastermind ,Rampage Killers,2,0
HEADSHOTBG,neXtPlease!,2,0
Nihilum,Cloud9,2,0
FlipSid3,USSR,2,0
Dexterity,Rampage Killers,2,0
HEADSHOTBG,Playing Ducks,2,0
CLG,Luminosity,2,0
HellRaisers,GGWP,2,0
Keyd,Mastermind ,2,0
Skyred,Puzzle,19,16
TEAMSWAGYOLO,WEPLAY,2,0
ZZCY,nxl,16,7
ACES,PiTER,2,1
Titan,fnatic,2,0
mousesports,Cloud9,2,0
GGWP,ACES,16,10
Virtus.pro,Nihilum,2,0
GGWP,WEPLAY,16,10
GPlay,Atlantis,2,0
FlipSid3,ACES,16,12
fnatic,CLG,2,0
Titan,Luminosity,2,0
ACES,WEPLAY,16,12
FlipSid3,GGWP,16,6
USSR,TEAMSWAGYOLO,16,9
All-Stars Europe,All-Stars NA,16,12
TEAMSWAGYOLO,PiTER,16,7
MVP.karnal,Nface,16,14
HellRaisers,USSR,16,11
TYLOO,Insidious,16,8
HellRaisers,TEAMSWAGYOLO,16,3
USSR,PiTER,16,11
Fenix Fire,vVv,3,2
H2B,Delinquent Habits,2,1
HellRaisers,Orbit,16,1
Divine,Vega Squadron,2,0
Cloud9,Liquid,16,9
CLG,Cloud9,16,4
eLevate,Mythic,1,0
eLevate,Mythic,1,0
Liquid,SKDC,1,0
x6tence,Lions,2,1
Orbit,MONARCHS,1,0
Dignitas,G2,2,0
CPH Wolves,Orbit,2,1
Dignitas,Playing Ducks,16,1
fnatic,FlipSid3,3,0
Fenix Fire,Incursion,2,0
Mostly Harmless,SKDC,16,12
LDLC Blue,k1ck,25,21
Publiclir.se,PENTA,1,0
LGB,3DMAX,2,0
Titan,NIP,16,6
FlipSid3,Natus Vincere,3,1
Titan,TSM,16,6
Atlantis,FMESPORTS,16,14
TSM,fnatic,16,10
NIP,LGB,16,12
TSM,fnatic,16,10
The Flying V,Incursion,2,1
Fenix Fire,Area 51,2,0
Natus Vincere,PENTA,2,0
Virtus.pro,fnatic,16,6
TSM,Virtus.pro,16,6
FlipSid3,Virtus.pro,2,1
Envy,Natus Vincere,16,11
Titan,LDLC White,2,0
SYNRGY,SKDC,2,1
Fenix Fire,Off Constantly,2,0
Area 51,MWNL,2,0
x6tence,FMESPORTS,2,0
NIP,fnatic,3,1
FMESPORTS,k1ck,2,0
GPlay,LDLC Blue,16,6
Titan,LDLC White,16,5
Immunity,Vox Eminor,16,14
k1ck,Infused,2,0
x6tence,FMESPORTS,2,0
Chiefs,AVANT,16,12
TRIDENT,STREAMLINE,16,12
SKDC,Tempo,3,0
Infused,The Last Resort,2,0
k1ck,Rasta,2,0
Virtus.pro,TSM,2,0
FMESPORTS,k1ck,2,0
Karma,Ubinited,2,1
3DMAX fe,Bad Monkey,2,1
TSM,Dignitas,16,9
x6tence,Infused,2,0
Virtus.pro,TSM,2,1
FMESPORTS,XENEX,2,1
Dignitas,FlipSid3,16,4
Karma,Bad Monkey,2,1
FlipSid3,LGB,16,3
k1ck,PerilousRAGE,2,0
Dignitas,G2,16,3
x6tence,MALIK,2,0
Infused,The Last Resort,2,0
FlipSid3,3DMAX,19,17
Dignitas,CPH Wolves,16,6
TSM,LGB,2,0
Virtus.pro,G2,2,0
FlipSid3,CPLAY,16,14
Ubinited,3DMAX fe,2,0
CPH Wolves,Orbit,16,11
Dignitas,Reason,16,3
3DMAX,Property,16,5
The Last Resort,Rasta,2,0
k1ck,Perilous Fury,2,0
x6tence,I Wasn't Trying ,2,0
Karma,ICY Phoenix,2,1
3DMAX,INSHOCK,16,12
FlipSid3,Space Soldiers,16,14
Orbit,Playing Ducks,16,10
Reason,Games4u,16,2
G2,Property,2,1
Bad Monkey,eSport Engine,2,1
Ubinited,CM Storm,2,0
3DMAX fe,Epsilon fe,2,0
LGB,CPH Wolves,2,0
Reason,Atlantis,16,14
Virtus.pro,CPLAY,2,0
TSM,Dignitas,2,0
INSHOCK,puta,16,8
Playing Ducks,Publiclir.se,16,11
Orbit,malefiQ,16,8
Games4u,Acer,16,4
FlipSid3,Menace,16,11
Space Soldiers,myKPV,16,13
3DMAX,Lemondogs,16,6
LGB,INSHOCK,2,1
G2,Orbit,2,1
CPLAY,Acer,2,0
CPH Wolves,3DMAX,2,1
Property,Publiclir.se,2,1
Dignitas,FlipSid3,2,0
Epsilon fe,ALTERNATE fe,2,1
eSport Engine,iGamerz fe,2,0
ICY Phoenix,ex-melty fe,2,0
Virtus.pro,Atlantis,2,0
TSM,Space Soldiers,2,0
CM Storm,Property fe,2,1
Lemondogs,Sharkgaming,16,11
Menace,Badger,16,10
puta,Temp.no,16,11
Playing Ducks,jQntefabrikkeN,16,6
Reason,schlaegeros,16,2
malefiQ,Fraternitas,16,6
myKPV,FUGL?,16,3
Games4u,Lions,16,11
INSHOCK,Reason,2,1
Space Soldiers,Playing Ducks,2,1
Ubinited,eSport Engine,2,1
FlipSid3,Fraternitas,2,0
Acer,Sharkgaming,2,0
Atlantis,puta,2,0
Publiclir.se,myKPV,2,0
CPH Wolves,Menace,2,0
Orbit,Games4u,2,0
3DMAX fe,ex-melty fe,2,0
Bad Monkey,CM Storm,2,0
Karma,Epsilon fe,2,0
CPLAY,FlipSid3,2,1
Sharkgaming,jQntefabrikkeN,2,1
G2,Reason,2,1
Dignitas,CPH Wolves,2,0
Fraternitas,Temp.no,2,0
CM Storm,ICY Phoenix,2,0
myKPV,Lions,2,0
3DMAX,Orbit,2,0
TSM,Acer,2,0
Property,Playing Ducks,2,0
INSHOCK,Badger,2,0
Space Soldiers,Lemondogs,2,0
Games4u,FUGL?,2,0
Atlantis,malefiQ,2,0
Menace,schlaegeros,2,0
LGB,puta,2,0
eSport Engine,ALTERNATE fe,2,0
Virtus.pro,Publiclir.se,2,0
puta,Atlantis,2,1
Publiclir.se,myKPV,2,1
3DMAX,Games4u,2,0
CPLAY,Fraternitas,2,1
CPH Wolves,Menace,2,0
Playing Ducks,Space Soldiers,2,0
G2,Badger,2,0
Reason,INSHOCK,2,0
Karma,iGamerz fe,2,0
Acer,Sharkgaming,2,0
LGB,malefiQ,2,0
ex-melty fe,Property fe,2,0
Virtus.pro,Lions,2,0
TSM,jQntefabrikkeN,2,0
Orbit,FUGL?,2,0
FlipSid3,Temp.no,2,0
Property,Lemondogs,2,0
Dignitas,schlaegeros,2,0
Fenix Fire,DWG,16,12
SKDC,Mythic,16,4
MWNL,Precision,2,0
eLevate,Cloud9,16,14
Mostly Harmless,WinOut.net,16,13
Liquid,CLG,16,7
Off Constantly,Tempo,2,0
Badger,FONA,16,5
Lemondogs,MnM,16,13
Lions,no_rhythm,19,16
jQntefabrikkeN,Free Transfer,16,4
FUGL?,Blight,16,9
schlaegeros,Frederiksberg,16,7
Badger,Sapiens,16,10
Temp.no,myRevenge,16,2
malefiQ,TAKTIKSTATIV,16,3
MnM,re:take,19,16
Frederiksberg,Sespåmermaid,16,11
fnatic,Titan,16,5
puta,jQntefabrikkeN,16,9
FUGL?,h$fyre,16,13
no_rhythm,partyastronauts,16,10
Free Transfer,TJ'S HELTE,16,2
myRevenge,Lucidez,16,8
CPLAY,Temp.no,16,5
Sharkgaming,TAKTIKSTATIV,16,10
Space Soldiers,FONA,16,8
NIP,fnatic,16,7
LDLC Blue,LDLC White,16,6
Games4u,schlaegeros,16,10
INSHOCK,Blight,16,8
myKPV,Lions,16,6
Menace,Lemondogs,16,13
malefiQ,melty,16,4
Natus Vincere,fnatic,16,11
FONA,Sapiens,16,8
Sharkgaming,melty,16,11
myKPV,partyastronauts,16,4
schlaegeros,Sespåmermaid,16,10
Blight,h$fyre,16,11
Space Soldiers,Badger,16,8
Temp.no,myRevenge,16,11
Menace,MnM,16,2
Games4u,Frederiksberg,16,8
CPLAY,Lucidez,16,6
TAKTIKSTATIV,malefiQ,16,11
jQntefabrikkeN,Free Transfer,16,4
Lions,no_rhythm,16,2
puta,TJ'S HELTE,16,5
Lemondogs,re:take,16,4
INSHOCK,FUGL?,16,2
FUGL?,PRiME,16,13
Frederiksberg,1. Holdet,16,9
malefiQ,DENiED,16,11
h$fyre,naptoR.Factory,16,9
MnM,e9,16,13
Sharkgaming,TEMPEST,16,9
Sapiens,FoxamoX,16,10
TJ'S HELTE,kRoGhs KanonEr,16,14
partyastronauts,eSpuma,16,1
Free Transfer,MIXERINO,16,2
FONA,DENiED,22,19
jQntefabrikkeN,Sharkgaming,19,16
schlaegeros,Frederiksberg,16,12
Space Soldiers,PRiME,16,7
puta,Free Transfer,16,11
Temp.no,h$fyre,16,6
Blight,Sapiens,16,9
no_rhythm,MnM,16,10
Lemondogs,eSpuma,16,1
TAKTIKSTATIV,TJ'S HELTE,16,4
Games4u,Lucidez,2,0
Frederiksberg,1. Holdet,25,23
Menace,Lions,2,0
myKPV,re:take,2,0
CPLAY,Badger,2,0
melty,myRevenge,2,0
INSHOCK,Sespåmermaid,2,0
h$fyre,naptoR.Factory,16,14
Space Soldiers,FUGL?,16,7
eSpuma,partyastronauts,16,7
TJ'S HELTE,kRoGhs KanonEr,16,6
no_rhythm,e9,16,10
DENiED,malefiQ,16,5
jQntefabrikkeN,TEMPEST,16,1
Free Transfer,MIXERINO,16,1
Blight,FoxamoX,16,1
Incursion,Area 51,2,1
The Flying V,Fenix Fire,2,0
GPlay,FMESPORTS,2,0
Virtus.pro,mousesports,16,11
99DMG-Juniorbots,U-BOT,16,10
99DMG-Juniorbots,Botter Bröt,16,9
U-BOT,ÜberholverBOT,16,11
Playing Ducks,Orbit,1,0
Area 51,Fenix Fire,2,1
mouseSpaz,Tempo,3,2
The Flying V,Precision,2,0
CLG,SKDC,16,5
eLevate,Liquid,16,6
Fenix Fire,MWNL,2,0
